idno	author-short	title-short	identifier	author-name	wikidata-id	translation	num-authors	author-gender	author-nationality	author-birth-death	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	series	collection	subgenre	type	ISBN	translator(s)	title-original	publ-original	references	text-length	language	size	timeSlot	reprintCount	targetcorpus
Moyes_Qui	Moyes	Qui	Moyes_Qui	Moyes, Patricia	https://www.wikidata.org/wiki/Q1530365	yes	1	F			Qui a peur de Simon Warwick?		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1733-7	André, Jean / Rey, Claudine		1978		53898	fra	medium	T0	unspecified	yes
Narcejac_Gout	Narcejac	Gout	Narcejac_Gout	Narcejac, Thomas	https://www.wikidata.org/wiki/Q1686762	no	1	M			Le goût des larmes		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1590-3					55052	fra	medium	T0	unspecified	yes
Narcejac_Mauvais	Narcejac	Mauvais	Narcejac_Mauvais	Narcejac, Thomas	https://www.wikidata.org/wiki/Q1686762	no	1	M			Le mauvais cheval		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1849-X					49531	fra	short	T0	unspecified	yes
Narcejac_Mort	Narcejac	Mort	Narcejac_Mort	Narcejac, Thomas	https://www.wikidata.org/wiki/Q1686762	no	1	M			La mort est du voyage		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1470-2					50092	fra	medium	T0	unspecified	yes
Palmer_Hollywood	Palmer	Hollywood	Palmer_Hollywood	Palmer, Stuart		yes	1	M			Hollywood sur meurtre		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1605-5	Amalric, Hélène				37786	fra	short	T0	unspecified	yes
Pourunjour_Voisins	Pourunjour	Voisins	Pourunjour_Voisins	Pourunjour, Caroline		no	1	F			Des voisins très inquiétants		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1543-1					45055	fra	short	T0	unspecified	yes
Quentin_Assassin	Quentin	Assassin	Quentin_Assassin	Quentin, Patrick	https://www.wikidata.org/wiki/Q5171067	yes	1	M			L'assassin est à bord		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1648-9	M.D.M				60925	fra	medium	T0	unspecified	yes
Quentin_Meurtre	Quentin	Meurtre	Quentin_Meurtre	Quentin, Patrick	https://www.wikidata.org/wiki/Q5171067	yes	1	M			Meurtre à l'université		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1518-0	Poulain, Christiane				54953	fra	medium	T0	unspecified	yes
Quentin_Mort	Quentin	Mort	Quentin_Mort	Quentin, Patrick	https://www.wikidata.org/wiki/Q5171067	yes	1	M			La mort fait l'appel		1989		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1874-0	Canavaggia, Marie				60272	fra	medium	T0	unspecified	yes
Rendell_Fille	Rendell	Fille	Rendell_Fille	Rendell, Ruth	https://www.wikidata.org/wiki/Q232260	yes	1	F			Une fille dans un caveau		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1703-5	Fillion, Jane				54570	fra	medium	T0	unspecified	yes
Rendell_Petit	Rendell	Petit	Rendell_Petit	Rendell, Ruth	https://www.wikidata.org/wiki/Q232260	yes	1	F			Le petit été de la Saint-Luke		1980		1980s	Le Masque		Romans d'aventures	policier	populaire		Navarro, Marie-Louise		1978		57882	fra	medium	T0	unspecified	yes
Rice_Malone	Rice	Malone	Rice_Malone	Rice, Craig		yes	1	M			Malone quitte Chicago		1988		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1821-X	Averlant, Michel				61800	fra	medium	T0	unspecified	yes
RossJ_Morte	RossJ	Morte	RossJ_Morte	Ross, Jonathan		yes	1	M			Une petite morte bien rangée		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1581-4	Satori, Jacques				46123	fra	short	T0	unspecified	yes
Roueche_Crime	Roueche	Crime	Roueche_Crime	Roueché, Berton	https://www.wikidata.org/wiki/Q3623574	yes	1	M			Le crime ne fait pas le bonheur		1983		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1458-3	Eichelberger, Michael				51613	fra	medium	T0	unspecified	yes
Rutledge_Emily	Rutledge	Emily	Rutledge_Emily	Rutledge, Nancy	https://www.wikidata.org/wiki/Q16025213	yes	1	F			Emily le saura!		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1567-9					72993	fra	medium	T0	unspecified	yes
Sayers_Arret	Sayers	Arret	Sayers_Arret	Sayers, Dorothy L.	https://www.wikidata.org/wiki/Q106740	yes	1	F			Arrêt du coeur		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1566-0					66801	fra	medium	T0	unspecified	yes
SechanMaslowiski_Vous	SechanMaslowiski	Vous	SechanMaslowiski_Vous	Séchan, Olivier / Maslowski, Igor		no	1	M			Vous qui n'avez jamais été tués		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1636-5					59111	fra	medium	T0	unspecified	yes
Simpson_Feu	Simpson	Feu	Simpson_Feu	Simpson, Dorothy		yes	1	F			Feu le mari de madame		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1729-9	Satori, Jacques				47580	fra	short	T0	unspecified	yes
Slesar_Mort	Slesar	Mort	Slesar_Mort	Slesar, Henry	https://www.wikidata.org/wiki/Q94280	yes	1	M			Mort pour rire		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1591-1	Maslowski, Igor B.				51293	fra	medium	T0	unspecified	yes
Stagge_Chansonnette	Stagge	Chansonnette	Stagge_Chansonnette	Stagge, Jonathan	https://www.wikidata.org/wiki/Q120574497	yes	1	M			Chansonnette funèbre		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1508-3	Dumoulin, Gilles-Maurice				53641	fra	medium	T0	unspecified	yes
Steeman_Morte	Steeman	Morte	Steeman_Morte	Steeman, Stanislas-André	https://www.wikidata.org/wiki/Q302296	no	1	M			La morte survit au 13		1985		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1660-8					37232	fra	short	T0	unspecified	yes
Stein_Barbara	Stein	Barbara	Stein_Barbara	Stein, Aaron Marc	https://www.wikidata.org/wiki/Q302315	yes	1	M			Barbara sur les bras		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1565-2					42292	fra	short	T0	unspecified	yes
Tanugi_Week-end	Tanugi	Week-end	Tanugi_Week-end	Tanugi, Gilbert	https://www.wikidata.org/wiki/Q15970780	no	1	M	FRA		Week-end chez Alice	1980	1980		1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire	2-7024-0984-9					32331	fra	medium	T0	unspecified	yes
Terrel_Morte	Terrel	Morte	Terrel_Morte	Terrel, Alexandre	https://www.wikidata.org/wiki/Q2576554	no	1	M			La morte à la fenêtre		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1571-7					43486	fra	short	T0	unspecified	yes
Thomson_Peche	Thomson	Peche	Thomson_Peche	Thomson, June	https://www.wikidata.org/wiki/Q4352486	yes	1	F			Péché mortel		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1541-5	Watkins, France-Marie				45600	fra	short	T0	unspecified	yes
Thomson_Sous	Thomson	Sous	Thomson_Sous	Thomson, June	https://www.wikidata.org/wiki/Q4352486	yes	1	F			Sous les ponts de Wynford		1987		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1782-5					48960	fra	short	T0	unspecified	yes
Verteuil_Machination	Verteuil	Machination	Verteuil_Machination	Verteuil, Philippe	https://www.wikidata.org/wiki/Q15970802	no	1	M	FRA		Machination au troisième degré		1981		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1263-7					37161	fra	short	T0	unspecified	yes
Waugh_Cherchez	Waugh	Cherchez	Waugh_Cherchez	Waugh, Hillary	https://www.wikidata.org/wiki/Q2635916	yes	1	F			Cherchez l'homme		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1675-6					55626	fra	medium	T0	unspecified	yes
Allingham_Maison	Allingham	Maison	Allingham_Maison	Allingham, Margery	https://www.wikidata.org/wiki/Q266205	yes	1	F	GBR		La maison des morts étranges		1999		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2940-8	Samuel, P.				54085	fra	medium	T0	unspecified	yes
Barnard_Attachement	Barnard	Attachement	Barnard_Attachement	Barnard, Robert		yes	1	M	GBR		Attachement fatal		1995		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2435-X	Hamel, Annie				58249	fra	medium	T0	unspecified	yes
Barr_Empreinte	Barr	Empreinte	Barr_Empreinte	Barr, Nevada	https://www.wikidata.org/wiki/Q447404	yes	1	F	USA		L'empreinte du fauve		1996		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2685-9					83088	fra	medium	T0	unspecified	yes
Barr_Feu	Barr	Feu	Barr_Feu	Barr, Nevada	https://www.wikidata.org/wiki/Q447404	yes	1	F	USA		Le feu du ciel		1997		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2755-3					91891	fra	medium	T0	unspecified	yes
Bouhier_Portrait	Bouhier	Portrait	Bouhier_Portrait	Bouhier, Florence	https://www.wikidata.org/wiki/Q3073944	no	1	F	FRA		Portrait de l'artiste en assassin		1999		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2934-3					51477	fra	short	T0	unspecified	yes
Branch_Lion	Branch	Lion	Branch_Lion	Branch, Pamela		yes	1	F	GBR		Un lion dans la cave		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2337-X	Le Gall, M.A.		1951		63487	fra	medium	T0	unspecified	yes
Carr_Manoir	Carr	Manoir	Carr_Manoir	Carr, John Dickson	https://www.wikidata.org/wiki/Q365664	yes	1	M	USA		Le manoir de la mort		1991		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2167-9	Monrocq, Dominique				91705	fra	medium	T0	unspecified	yes
Cerignac_Moliere	Cerignac	Moliere	Cerignac_Moliere	de Cérignac, Dominique	https://www.wikidata.org/wiki/Q15970614	no	1	F	FRA		On tue chez Molière	1995	1995		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2609-3					64412	fra	medium	T0	unspecified	yes
Cody_Tete	Cody	Tete	Cody_Tete	Cody, Liza	https://www.wikidata.org/wiki/Q445346	yes	1	F	GBR		Sans la tête		1998		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2861-4	Retaillaud, Julien				95522	fra	medium	T0	unspecified	yes
Cornwell_Postmortem	Cornwell	Postmortem	Cornwell_Postmortem	Cornwell, Patricia	https://www.wikidata.org/wiki/Q231467	yes	1	F	USA		Postmortem		1992		1990s	Le Masque		Romans d'aventures	policier	populaire	2-70-24-2255-1	Berton, Gilles				92431	fra	medium	T0	unspecified	yes
Eustis_Homme	Eustis	Homme	Eustis_Homme	Eustis, Helen	https://www.wikidata.org/wiki/Q16025022	yes	1	F	USA		L'homme horizontal		1997		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2743-X					85509	fra	medium	T0	unspecified	yes
Freeman_Trio	Freeman	Trio	Freeman_Trio	Freeman, Austin		yes	1	M			Un trio tragique		1997		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2828-2					71165	fra	medium	T0	unspecified	yes
Grisolia_Petite	Grisolia	Petite	Grisolia_Petite	Grisolia, Michel	https://www.wikidata.org/wiki/Q3309824	no	1	M			La petite amie du crime		1995		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2597-6					50394	fra	short	T0	unspecified	yes
Halter_Mystere	Halter	Mystere	Halter_Mystere	Halter, Paul		no	1	M			Le Mystère de l'allée des Anges		1999		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2963-7					70030	fra	medium	T0	unspecified	yes
Hill_Amour	Hill	Amour	Hill_Amour	Hill, Reginald		yes	1	M			Un amour d'enfant		1991		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2161-X	Coisne, Gérard				105069	fra	long	T0	unspecified	yes
Japp_Bostonienne	Japp	Bostonienne	Japp_Bostonienne	Japp, Andrea H.	https://www.wikidata.org/wiki/Q2846340	no	1	F			La bostonienne		1991		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2134-2					52776	fra	medium	T0	unspecified	yes
Japp_Chante	Japp	Chante	Japp_Chante	Japp, Andrea H.	https://www.wikidata.org/wiki/Q2846340	no	1	F			Elle qui chante quand la mort vient		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2323-X					51380	fra	medium	T0	unspecified	yes
Japp_Femelle	Japp	Femelle	Japp_Femelle	Japp, Andrea H.	https://www.wikidata.org/wiki/Q2846340	no	1	F			La femelle de l'espèce		1996		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2513-8					48075	fra	short	T0	unspecified	yes
Japp_Petite	Japp	Petite	Japp_Petite	Japp, Andrea Philip		no	1	F			La petite au chien jaune		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2418-X					45515	fra	short	T0	unspecified	yes
Kassak_Peur	Kassak	Peur	Kassak_Peur	Kassak, Fred	https://www.wikidata.org/wiki/Q3086866	no	1	M	FRA		Qui a peur d'Ed Garpo?		1995		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2619-0					40980	fra	short	T0	unspecified	yes
Kerr_Chambres	Kerr	Chambres	Kerr_Chambres	Kerr, Philip		yes	1	M	GBR		Chambres froides		1994		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2436-0	Kiéfé, Laurence		1992		93430	fra	medium	T0	unspecified	yes
LaPlante_Suspect	LaPlante	Suspect	LaPlante_Suspect	La Plante, Lynda	https://www.wikidata.org/wiki/Q4018958	yes	1	F			Suspect numéro un		1995		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2624-7					88065	fra	medium	T0	unspecified	yes
Lawrence_Jeux	Lawrence	Jeux	Lawrence_Jeux	Lawrence, Hilda	https://www.wikidata.org/wiki/Q16025078	yes	1	F			Jeux de mains		1994		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2464-3	Guilbot, Monique / Marquet, J.G.		1949		54656	fra	medium	T0	unspecified	yes
Lebeau_Algebre	Lebeau	Algebre	Lebeau_Algebre	Lebeau, Guillaume	https://www.wikidata.org/wiki/Q3120027	no	1	M	FRA		L'Algèbre du besoin		1999		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2936-X					82322	fra	medium	T0	unspecified	yes
Lemaire_Peur	Lemaire	Peur	Lemaire_Peur	Lemaire, Jean-Francois		no	1	M			Peur sur l'asile		1996		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2675-1					118061	fra	long	T0	unspecified	yes
LeMarrec_Abus	LeMarrec	Abus	LeMarrec_Abus	Le Marrec, Philippe	https://www.wikidata.org/wiki/Q15970702	no	1	M			Tout abus sera puni		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2340-X					37563	fra	short	T0	unspecified	yes
Long_Aucun	Long	Aucun	Long_Aucun	Long, Manning	https://www.wikidata.org/wiki/Q16028176	yes	1	M			Aucun délai		1990		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2021-4	Grégoire, Catherine				50932	fra	medium	T0	unspecified	yes
McDermid_Mauvais	McDermid	Mauvais	McDermid_Mauvais	McDermid, Val	https://www.wikidata.org/wiki/Q239911	yes	1	F			Mauvais signes		1998		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2879-7	Loubet, Pascal				92610	fra	medium	T0	unspecified	yes
Menard_Derniere	Menard	Derniere	Menard_Derniere	Ménard, Emmanuel	https://www.wikidata.org/wiki/Q15970719	no	1	M			La dernière victime		1992		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2230-6					75168	fra	medium	T0	unspecified	yes
Neely_Blanche	Neely	Blanche	Neely_Blanche	Neely, Barbara	https://www.wikidata.org/wiki/Q4859184	yes	1	F			Blanche et les seigneurs		1997		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2769-3	Vuarnesson, Florence				85469	fra	medium	T0	unspecified	yes
Poslaniec_Fous	Poslaniec	Fous	Poslaniec_Fous	Poslaniec, Christian	https://www.wikidata.org/wiki/Q2965559	no	1	M			Les fous de Scarron		1990		1990s	Le Masque		Roman d'aventures	policier	populaire	2-7024-2062-1					46101	fra	short	T0	unspecified	yes
Radley_Coups	Radley	Coups	Radley_Coups	Radley_Sheila		yes	1	F			À tous les coups l'on perd		1991		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2184-9	Alamagny, Jean-Michel				79469	fra	medium	T0	unspecified	yes
Seigneur_Lapins	Seigneur	Lapins	Seigneur_Lapins	Seigneur, Olivier	https://www.wikidata.org/wiki/Q15970770	no	1	M			Des lapins et des hommes		1994		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2479-1					52867	fra	medium	T0	unspecified	yes
Siniac_Aime	Siniac	Aime	Siniac_Aime	Siniac, Pierre	https://www.wikidata.org/wiki/Q3387010	no	1	M			Aime le maudit		1991		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-3115-1					36096	fra	short	T0	unspecified	yes
ThomasL_Crimes	ThomasL	Crimes	ThomasL_Crimes	Thomas, Louis C.		no	1	M			Crimes avec préméditation		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-70-24-2380-9					57229	fra	medium	T0	unspecified	yes
Wallace_Quatre	Wallace	Quatre	Wallace_Quatre	Wallace, Edgar	https://www.wikidata.org/wiki/Q271824	yes	1	M			Les quatre justiciers		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2398-1					41994	fra	short	T0	unspecified	yes
Zufferey_Etoile	Zufferey	Etoile	Zufferey_Etoile	Zufferey, Daniel	https://www.wikidata.org/wiki/Q3014843	no	1	M	CHE		L'étoile d'or		1998		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2855-X					127020	fra	long	T0	unspecified	yes
